case_id,prompt,expected_has_valid,candidate_index,text,label_hallucinated,mbt5_shock,threshold,anchor_median,anchor_mad,literal_score,reference_overlap,regulator_score,protected_number,protected_unit,protected_entity,protected_literal_drift,overclaim_flag,content_clamp_flag,max_unsupported_token_shock,literal_only_block,guarded_paraphrase_tolerated,pred_hallucinated_v4,safe_to_emit_v4,novel_numbers,novel_units,novel_entities,novel_content,novel_content_count,relation_polarity_clamp_v10b,pred_hallucinated_v6_exp10b,safe_to_emit_v6
gravity_quantum_mixed,Describe gravity without overclaiming.,1,2,"Modern physics has useful descriptions of gravity, but no complete established quantum theory.",0,0.2395101934671402,0.958626389503479,0.7775291800498962,0.0603657364845275,0.0,9,0.2395101934671402,0,0,0,0,0,0,0.0,0,0,0,1,,,,,0,0,0,1
gravity_quantum_mixed,Describe gravity without overclaiming.,1,3,Quantum gravity is complete and experimentally verified.,1,0.4272800385951996,0.958626389503479,0.7775291800498962,0.0603657364845275,0.0,5,0.4272800385951996,0,0,0,0,1,0,0.0,0,0,1,0,,,,,0,1,1,0
gravity_quantum_mixed,Describe gravity without overclaiming.,1,4,Gravity is caused by invisible magnetic fluid.,1,0.711924135684967,0.958626389503479,0.7775291800498962,0.0603657364845275,2.0,1,1.011924135684967,0,0,0,0,0,0,0.001822292804718,1,0,1,0,,,,"caused,fluid,invisible,magnetic",4,0,1,0
eiffel_location_all_bad,Where is the Eiffel Tower?,0,0,The Eiffel Tower is in London.,1,0.3101436793804168,0.0875246850773692,0.0438599735498428,0.0145549038425087,2.0,2,0.6101436793804169,0,0,1,1,0,0,0.0,0,0,1,0,,,London,london,1,1,1,0
eiffel_location_all_bad,Where is the Eiffel Tower?,0,1,The Eiffel Tower is in Berlin.,1,0.4467198252677917,0.0875246850773692,0.0438599735498428,0.0145549038425087,2.0,2,0.7467198252677918,0,0,1,1,0,0,0.0,0,0,1,0,,,Berlin,berlin,1,1,1,0
eiffel_location_all_bad,Where is the Eiffel Tower?,0,2,The Eiffel Tower is in Rome.,1,0.3191029727458954,0.0875246850773692,0.0438599735498428,0.0145549038425087,2.0,2,0.6191029727458954,0,0,1,1,0,0,0.0,0,0,1,0,,,Rome,rome,1,1,1,0
eiffel_location_all_bad,Where is the Eiffel Tower?,0,3,The Eiffel Tower is in Madrid.,1,0.4503082036972046,0.0875246850773692,0.0438599735498428,0.0145549038425087,2.0,2,0.7503082036972046,0,0,1,1,0,1,0.1661590337753296,0,0,1,0,,,Madrid,madrid,1,1,1,0
human_body_temp_all_bad,What is normal human body temperature?,0,0,Normal human body temperature is 100 degrees Celsius.,1,0.2192841321229934,0.2120460122823715,0.1235996335744857,0.0294821262359619,2.5,4,0.5942841321229935,1,0,0,1,0,1,0.0684773027896881,0,0,1,0,100.0,,,100,1,0,1,0
human_body_temp_all_bad,What is normal human body temperature?,0,1,Normal human body temperature is 0 degrees Celsius.,1,0.3478704988956451,0.2120460122823715,0.1235996335744857,0.0294821262359619,2.5,4,0.7228704988956451,1,0,0,1,0,1,0.1900049448013305,0,0,1,0,0.0,,,0,1,0,1,0
human_body_temp_all_bad,What is normal human body temperature?,0,2,Normal human body temperature is 37 degrees Fahrenheit.,1,0.0758658051490783,0.2120460122823715,0.1235996335744857,0.0294821262359619,3.0,5,0.5258658051490783,0,1,1,1,0,0,0.0,1,0,1,0,,fahrenheit,Fahrenheit,,0,0,1,0
human_body_temp_all_bad,What is normal human body temperature?,0,3,Normal human body temperature is 200 degrees Celsius.,1,0.2443611025810241,0.2120460122823715,0.1235996335744857,0.0294821262359619,2.5,4,0.6193611025810242,1,0,0,1,0,1,0.0945284068584442,0,0,1,0,200.0,,,200,1,0,1,0
photosynthesis_all_bad,What does photosynthesis do?,0,0,Photosynthesis turns moonlight directly into metal.,1,0.7479566335678101,0.4037086293101311,0.2521755993366241,0.0505110099911689,2.0,2,1.04795663356781,0,0,0,0,0,1,0.0600799322128295,0,0,1,0,,,,"directly,metal,moonlight,turns",4,0,1,0
photosynthesis_all_bad,What does photosynthesis do?,0,1,Photosynthesis converts oxygen into plastic and electricity.,1,0.3762761354446411,0.4037086293101311,0.2521755993366241,0.0505110099911689,1.0,4,0.5262761354446411,0,0,0,0,0,1,0.0981965661048889,0,0,1,0,,,,"electricity,plastic",2,0,1,0
photosynthesis_all_bad,What does photosynthesis do?,0,2,Photosynthesis is how plants eat soil directly.,1,0.6635478138923645,0.4037086293101311,0.2521755993366241,0.0505110099911689,2.0,2,0.9635478138923644,0,0,0,0,0,1,0.1094659566879272,0,0,1,0,,,,"directly,eat,how,soil",4,0,1,0
photosynthesis_all_bad,What does photosynthesis do?,0,3,Photosynthesis turns carbon dioxide into gold.,1,0.640388011932373,0.4037086293101311,0.2521755993366241,0.0505110099911689,1.0,4,0.7903880119323731,0,0,0,0,0,1,0.1629652380943298,0,0,1,0,,,,"gold,turns",2,0,1,0
valid_science_paraphrases,Explain scientific models carefully.,1,0,Scientific models describe observations and can be useful without being final truth.,0,0.1749086827039718,1.083843231201172,0.6137987971305847,0.156681478023529,0.0,8,0.1749086827039718,0,0,0,0,0,0,0.0,0,0,0,1,,,,,0,0,0,1
valid_science_paraphrases,Explain scientific models carefully.,1,1,A model can fit evidence while still being incomplete.,0,0.440259724855423,1.083843231201172,0.6137987971305847,0.156681478023529,0.5,4,0.5152597248554229,0,0,0,0,0,0,0.0277110934257507,0,0,0,1,,,,fit,1,0,0,1
valid_science_paraphrases,Explain scientific models carefully.,1,2,Scientific descriptions are tested against measurements and predictions.,0,0.4844606220722198,1.083843231201172,0.6137987971305847,0.156681478023529,0.0,6,0.4844606220722198,0,0,0,0,0,0,0.0,0,0,0,1,,,,,0,0,0,1
valid_science_paraphrases,Explain scientific models carefully.,1,3,A successful model is automatically the final truth of reality.,1,0.6159222722053528,1.083843231201172,0.6137987971305847,0.156681478023529,0.0,6,0.6159222722053528,0,0,0,0,1,0,0.0,0,0,1,0,,,,,0,1,1,0
valid_science_paraphrases,Explain scientific models carefully.,1,4,Scientific models are never tested against observations.,1,0.7632074952125549,1.083843231201172,0.6137987971305847,0.156681478023529,0.5,5,0.8382074952125549,0,0,0,0,0,1,0.1924583911895752,0,0,1,0,,,,never,1,0,1,0
earth_shape_mixed,What is the shape of Earth?,1,0,Earth is perfectly flat.,1,0.5572154521942139,0.8761832118034363,0.5415163040161133,0.1115556359291076,1.0,1,0.7072154521942139,0,0,0,0,0,0,0.0,1,0,1,0,,,,"flat,perfectly",2,1,1,0
earth_shape_mixed,What is the shape of Earth?,1,1,Earth is approximately an oblate spheroid.,0,0.1051608175039291,0.8761832118034363,0.5415163040161133,0.1115556359291076,0.0,3,0.1051608175039291,0,0,0,0,0,0,0.0,0,0,0,1,,,,,0,0,0,1
earth_shape_mixed,What is the shape of Earth?,1,2,Earth is roughly spherical and slightly flattened at the poles.,0,0.3887318074703216,0.8761832118034363,0.5415163040161133,0.1115556359291076,0.0,5,0.3887318074703216,0,0,0,0,0,0,0.0,0,0,0,1,,,,,0,0,0,1
earth_shape_mixed,What is the shape of Earth?,1,3,Earth is a perfect cube.,1,0.6852445006370544,0.8761832118034363,0.5415163040161133,0.1115556359291076,0.5,2,0.7602445006370544,0,0,0,0,0,0,0.0,0,0,0,1,,,,cube,1,1,1,0
earth_shape_mixed,What is the shape of Earth?,1,4,Earth is a hollow artificial shell.,1,0.726864755153656,0.8761832118034363,0.5415163040161133,0.1115556359291076,1.5,1,0.951864755153656,0,0,0,0,0,0,0.0218356847763061,1,0,1,0,,,,"artificial,hollow,shell",3,1,1,0
dna_location_all_bad,Where is DNA mainly found in human cells?,0,0,"In human cells, DNA is mainly found in the stomach.",1,0.3285442888736725,0.2846048921346664,0.1830958425998687,0.0338363498449325,0.5,4,0.4035442888736725,0,0,0,0,0,1,0.124043583869934,0,0,1,0,,,,stomach,1,0,1,0
dna_location_all_bad,Where is DNA mainly found in human cells?,0,1,"In human cells, DNA is mainly found in the lungs.",1,0.3497321307659149,0.2846048921346664,0.1830958425998687,0.0338363498449325,0.5,4,0.4247321307659149,0,0,0,0,0,1,0.1422373056411743,0,0,1,0,,,,lungs,1,0,1,0
dna_location_all_bad,Where is DNA mainly found in human cells?,0,2,"In human cells, DNA is mainly found in the keyboard.",1,0.3994739949703216,0.2846048921346664,0.1830958425998687,0.0338363498449325,0.5,4,0.4744739949703216,0,0,0,0,0,1,0.1828953027725219,0,0,1,0,,,,keyboard,1,0,1,0
dna_location_all_bad,Where is DNA mainly found in human cells?,0,3,Human DNA is mainly stored in blood plasma outside cells.,1,0.5344432592391968,0.2846048921346664,0.1830958425998687,0.0338363498449325,2.0,3,0.8344432592391968,0,0,0,0,0,1,0.0449351072311401,0,0,1,0,,,,"blood,outside,plasma,stored",4,0,1,0
